DatetimeIndex,Adj_Close,SMA_10,EMA_20,RSI,MACD,dayofweek,month,year,dayofyear,dayofmonth,weekofyear,Prediction,isFuture,Signal_SMA,Signal_RSI,Signal_MACD,Predicted_SMA,Predicted_RSI,Predicted_MACD,Portfolio_Value_Predicted_SMA,Portfolio_Value_Predicted_RSI,Portfolio_Value_Predicted_MACD,Activo
2022-04-11,163.2864227294922,171.3113540649414,167.96747858652225,43.70055094893602,1.4755071235012167,0,4,2022,101,11,15,170.27403259277344,False,1,-1,1,1,-1,1,4714.813894644588,5598.56583023423,4761.015349748338,AAPL
2022-04-12,165.16802978515625,170.1981460571289,167.70086441496358,46.82438124124466,1.0708229733115786,1,4,2022,102,12,15,170.27403259277344,False,1,-1,1,1,-1,1,4714.813894644588,5598.56583023423,4815.878209283525,AAPL
2022-04-13,167.86729431152344,169.47210083007812,167.7167148813026,51.02273486072647,0.956885575997859,2,4,2022,103,13,15,170.27403259277344,False,1,-1,1,1,-1,1,4791.865911979852,5598.56583023423,4894.581873851861,AAPL
2022-04-14,162.833251953125,168.5539535522461,167.25162317385713,44.03938485769332,0.4551376768513648,3,4,2022,104,14,15,170.27403259277344,False,1,-1,1,1,-1,1,4648.166354090355,5598.56583023423,4743.0542444383245,AAPL
2022-04-18,162.61651611328125,167.64368438720703,166.81018440618325,43.7616741947738,0.0395541256026206,0,4,2022,108,18,16,161.7289276123047,False,1,-1,1,1,-1,1,4641.979508182632,5598.56583023423,4743.0542444383245,AAPL
2022-04-19,164.91189575195312,166.55608978271485,166.62939501054228,47.53504180652901,-0.1033890744344603,1,4,2022,109,19,16,161.7289276123047,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-20,164.74441528320312,165.78472595214845,166.44987313174806,47.28574238426128,-0.2275636523189632,2,4,2022,110,20,16,161.7289276123047,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-21,163.9464569091797,165.25176696777345,166.21145253912252,46.04664306454448,-0.3859129081070591,3,4,2022,111,21,16,161.7289276123047,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-22,159.38525390625,164.23214721679688,165.56133838361083,39.650623597056295,-0.8694344972561225,4,4,2022,112,22,16,161.7289276123047,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-25,160.45907592773438,163.52186126708983,165.07540862590832,41.70363273762897,-1.1526928517444617,0,4,2022,115,25,17,159.87490844726562,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-26,154.46945190429688,162.64016418457032,164.06531750956438,34.62756490565353,-1.839287577481116,1,4,2022,116,26,17,156.9998321533203,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-27,154.24288940429688,161.5476501464844,163.12984816620556,34.389868961834765,-2.374330737787829,2,4,2022,117,27,17,156.9998321533203,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-28,161.20777893066406,160.88169860839844,162.94679395329683,46.53905853363761,-2.210862473955672,3,4,2022,118,28,17,156.9998321533203,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-04-29,155.3068084716797,160.1290542602539,162.21917628838094,39.81254214569152,-2.5283267201149044,4,4,2022,119,29,17,156.9998321533203,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-02,155.6122283935547,159.42862548828126,161.58994315554034,40.29355032703649,-2.7238754466129933,0,5,2022,122,2,18,156.9998321533203,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-03,157.10960388183594,158.64839630126954,161.1632441770923,42.71088412426057,-2.726593065782964,1,5,2022,123,3,18,156.39723205566406,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-04,163.55239868164062,158.5291946411133,161.390782701335,51.7607858666051,-2.183694828216204,2,5,2022,124,4,18,156.39723205566406,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-05,154.43991088867188,157.5785400390625,160.7287949096528,41.72194381301488,-2.460383898185995,3,5,2022,125,5,18,156.39723205566406,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-06,155.16998291015625,157.15701293945312,160.1993842430341,42.68111021751188,-2.590885157580317,4,5,2022,126,6,18,155.8833770751953,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-09,150.0199737548828,156.11310272216798,159.22991657749589,37.93773695537122,-3.0744309184086944,0,5,2022,129,9,19,155.8833770751953,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-10,152.4371337890625,155.90987091064454,158.5829848833594,41.23858783503204,-3.2254191793691973,1,5,2022,130,10,19,152.47706604003906,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-11,144.53456115722656,154.9390380859375,157.24503976658482,34.73423855631712,-3.937362566087359,2,5,2022,131,11,19,146.09347534179688,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-12,140.6474609375,152.88300628662108,155.66431797333863,32.05598823966666,-4.760364808923498,3,5,2022,132,12,19,146.09347534179688,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-13,145.1363983154297,151.8659652709961,154.6616589582997,38.001347775817,-4.992826093716133,4,5,2022,133,13,19,146.09347534179688,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-16,143.5874481201172,150.66348724365236,153.60697221180612,36.804586655570574,-5.241618556427966,0,5,2022,136,16,20,143.4897918701172,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-17,147.23782348632812,149.67630920410156,153.00038661890346,41.48177013497197,-5.085609846359972,1,5,2022,137,17,20,143.4897918701172,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-18,138.9307861328125,147.21414794921876,151.6604246678472,35.112943743518514,-5.568094778679949,2,5,2022,138,18,20,143.4897918701172,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-19,135.50733947753906,145.32089080810547,150.12203560210355,32.87296888567174,-6.155751427172589,3,5,2022,139,19,20,136.62652587890625,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-20,135.74412536621094,143.37830505371093,148.75271081773283,33.190430711887174,-6.527126264050025,4,5,2022,140,20,20,136.62652587890625,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-23,141.19007873535156,142.4953155517578,148.03246014322033,40.19576399654387,-6.309271223449343,0,5,2022,143,23,21,136.62652587890625,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-24,138.47695922851562,141.09929809570312,147.122412437058,38.05494048352591,-6.283117733798093,1,5,2022,144,24,21,136.62652587890625,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-25,138.6348114013672,140.5093231201172,146.3140694812779,38.26096870485641,-6.178432430581211,2,5,2022,145,25,21,138.883544921875,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-26,141.85108947753906,140.6296859741211,145.8890237666361,42.46025676931648,-5.769435352974995,3,5,2022,146,26,21,140.8775634765625,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-27,147.6324462890625,140.87929077148436,146.05506400686718,49.15487809108043,-4.922056639367412,4,5,2022,147,27,21,145.91058349609375,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-05-31,146.8432159423828,141.20486755371093,146.13012609596393,48.32823560538186,-4.265022670442846,1,5,2022,151,31,22,146.1940460205078,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-01,146.71495056152344,141.15258026123047,146.18582366411243,48.18640629227924,-3.711880216106749,2,6,2022,152,1,22,146.1940460205078,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-02,149.18141174316406,142.17764282226562,146.47111776687927,51.15489641097923,-3.0394511309420977,3,6,2022,153,2,22,145.3057861328125,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-03,143.4296112060547,142.9698699951172,146.18145047537217,44.72043594983786,-2.936814698164369,4,6,2022,154,3,22,145.3057861328125,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-06,144.1793975830078,143.8133972167969,145.9907787713375,45.679629092724205,-2.7631215461381373,0,6,2022,157,6,23,145.3057861328125,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-07,146.71495056152344,144.36588439941406,146.05974751325994,48.9082150870252,-2.393282268673147,1,6,2022,158,7,23,145.61373901367188,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-08,145.97499084472656,145.11568756103514,146.05167544959008,48.01137736135091,-2.135276404549927,2,6,2022,159,8,23,145.61373901367188,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-09,140.72637939453125,145.32484436035156,145.54450439672735,42.11256264996113,-2.3274940750723943,3,6,2022,160,9,23,141.5438690185547,False,0,-1,0,0,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-10,135.290283203125,144.66876373291015,144.56791190209856,37.03700420503756,-2.8852165151087377,4,6,2022,161,10,23,141.5438690185547,False,1,-1,0,1,-1,0,4702.794902841494,5598.56583023423,4805.193837096035,AAPL
2022-06-13,130.11074829101562,142.91659393310547,143.1910391772335,32.96078087646717,-3.702480852683181,0,6,2022,164,13,24,141.5438690185547,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-14,130.97891235351562,141.33016357421874,142.0279794797366,34.266661660303456,-4.231338903031428,1,6,2022,165,14,24,141.5438690185547,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-15,133.61306762695312,140.0199752807617,141.22655930328102,38.20022143109722,-4.387333947411491,2,6,2022,166,15,24,135.36764526367188,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-16,128.3151397705078,137.9333480834961,139.99690030015978,33.817079665780355,-4.882180902953735,3,6,2022,167,16,24,135.36764526367188,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-17,129.7950439453125,136.56989135742188,139.02529493303146,36.02528883790911,-5.096189086052789,4,6,2022,168,17,24,135.36764526367188,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-21,134.04721069335938,135.55667266845705,138.5511916721103,42.01206850600022,-4.8665789010462674,1,6,2022,172,21,25,135.36764526367188,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-22,133.53416442871094,134.23859405517578,138.0733795536913,41.50735959202798,-4.672152060388669,2,6,2022,173,22,25,135.36764526367188,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-23,136.4149932861328,133.2825942993164,137.91543800440002,45.46883784072365,-4.236769731527687,3,6,2022,174,23,25,135.36764526367188,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-24,139.759521484375,133.18590850830077,138.09106500249288,49.725831762915725,-3.58057597393892,4,6,2022,175,24,25,135.36764526367188,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-27,139.759521484375,133.6328323364258,138.249965619815,49.725831762915725,-3.025659770996839,0,6,2022,178,27,26,138.49693298339844,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-28,135.5961456298828,134.1813720703125,137.99722085886907,44.68919185978415,-2.888537061688368,1,6,2022,179,28,26,138.49693298339844,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-29,137.36212158203125,134.81969299316407,137.93673521345593,47.135153655524746,-2.6073113637773986,2,6,2022,180,29,26,138.49693298339844,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-06-30,134.8857879638672,134.94696502685548,137.6461688087332,44.18449728473518,-2.55480717268901,3,6,2022,181,30,26,138.49693298339844,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-07-01,137.06613159179688,135.8220642089844,137.59092716902498,47.311919791068064,-2.310626252967978,4,7,2022,182,1,26,138.1580810546875,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-07-05,139.66087341308594,136.80864715576172,137.78806490655458,50.841963890845136,-1.885996540913112,1,7,2022,186,5,27,138.1580810546875,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-07-06,141.0026092529297,137.50418701171876,138.09421198716174,52.61008197518322,-1.4247835480516642,2,7,2022,187,6,27,138.1580810546875,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-07-07,144.3865966796875,138.5894302368164,138.69348671978324,56.82770961717218,-0.7772497726148515,3,7,2022,188,7,27,138.1580810546875,False,0,-1,0,0,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-07-08,145.06735229492188,139.4546661376953,139.30052153646312,57.64436835862732,-0.2067599020674322,4,7,2022,189,8,27,138.1580810546875,False,1,-1,0,1,-1,0,4518.22751221718,5598.56583023423,4805.193837096035,AAPL
2022-07-11,142.9264373779297,139.77135772705077,139.64584685469802,54.17367171038979,0.0717760988813722,0,7,2022,192,11,28,138.1580810546875,False,1,-1,1,1,-1,1,4451.547170112329,5598.56583023423,4805.193837096035,AAPL
2022-07-12,143.9031524658203,140.18572082519532,140.05130453194775,55.490313039243766,0.3670989431159341,1,7,2022,193,12,28,138.1580810546875,False,1,-1,1,1,-1,1,4481.967667294447,5598.56583023423,4838.0310462718335,AAPL
2022-07-13,143.5381622314453,140.97992248535155,140.38338621761417,54.85604194255078,0.5651777460491019,2,7,2022,194,13,28,138.1580810546875,False,1,-1,1,1,-1,1,4470.599782704598,5598.56583023423,4825.760056684502,AAPL
2022-07-14,146.4781494140625,141.8915252685547,140.96383985537116,58.92841951993208,0.9484558113930176,3,7,2022,195,14,28,147.70433044433594,False,1,-1,1,1,-1,1,4562.167807928229,5598.56583023423,4924.602570009716,AAPL
2022-07-15,148.1553497314453,143.2184814453125,141.64874555785445,61.08511269092632,1.3717300382041913,4,7,2022,196,15,28,147.70433044433594,False,1,-1,1,1,-1,1,4614.40542375024,5598.56583023423,4980.990126969195,AAPL
2022-07-18,145.096923828125,144.0215606689453,141.97714348835638,55.37483648680414,1.443745898395889,0,7,2022,199,18,29,147.70433044433594,False,1,-1,1,1,-1,1,4519.148538987043,5598.56583023423,4878.165698042942,AAPL
2022-07-19,148.97421264648438,144.95289459228516,142.64353102722572,60.42553722678519,1.7930150290887354,1,7,2022,200,19,29,147.70433044433594,False,1,-1,1,1,-1,1,4639.909500945653,5598.56583023423,5008.520338348968,AAPL
2022-07-20,150.98684692382812,145.951318359375,143.43813254118783,62.78039647709994,2.206777737321829,2,7,2022,201,20,29,147.70433044433594,False,1,-1,1,1,-1,1,4702.594449833661,5598.56583023423,5076.185201499848,AAPL
2022-07-21,153.265869140625,146.83924560546876,144.37410745541996,65.29846200316574,2.687604677165467,3,7,2022,202,21,29,147.70433044433594,False,1,-1,1,1,-1,1,4773.576243586619,5598.56583023423,5152.806040245026,AAPL
2022-07-22,152.02276611328125,147.5347869873047,145.10255113712105,62.8026243882785,2.934528053184607,4,7,2022,203,22,29,147.70433044433594,False,1,-1,1,1,-1,1,4734.858901539551,5598.56583023423,5111.012855474929,AAPL
2022-07-25,150.89804077148438,148.33194732666016,145.65450253086993,60.54768458281131,3.0048229438461647,0,7,2022,206,25,30,147.70433044433594,False,1,-1,1,1,-1,1,4699.828518048003,5598.56583023423,5073.199534300923,AAPL
2022-07-26,149.56617736816406,148.89824981689452,146.0270429915646,57.89669032482757,2.9194087782153417,1,7,2022,207,26,30,147.70433044433594,False,1,-1,1,1,-1,1,4658.346669953312,5598.56583023423,5028.422221335612,AAPL
2022-07-27,154.6865234375,150.0130859375,146.85175541498705,64.35771120325842,3.227679887275343,2,7,2022,208,27,30,152.21786499023438,False,1,-1,1,1,-1,1,4817.823548220957,5598.56583023423,5200.568507408026,AAPL
2022-07-28,155.2390594482422,150.88917694091796,147.65054627529705,64.98219303653366,3.4764971059169056,3,7,2022,209,28,30,152.21786499023438,False,1,-1,1,1,-1,1,4835.032681535465,5598.56583023423,5219.144795198446,AAPL
2022-07-29,160.32980346679688,152.10662231445312,148.8580945792494,70.16826045160454,4.037920408544494,4,7,2022,210,29,30,157.18731689453125,False,1,0,1,1,0,1,4988.593994958683,5598.56583023423,5384.905563012347,AAPL
2022-08-01,159.3432159423828,153.5312515258789,149.8566775662145,68.06444065853306,4.35306364474053,0,8,2022,213,1,31,157.18731689453125,False,1,-1,1,1,-1,1,4988.593994958683,5598.56583023423,5384.905563012347,AAPL
2022-08-02,157.8633270263672,154.4201629638672,150.61921561003857,64.9201304073579,4.432309359061122,1,8,2022,214,2,31,157.18731689453125,False,1,-1,1,1,-1,1,4942.2627789355865,5598.56583023423,5334.893631162205,AAPL
2022-08-03,163.9012451171875,155.71160278320312,151.8841708011956,70.83913069691205,4.925543092807232,2,8,2022,215,3,31,157.18731689453125,False,1,0,1,1,0,1,5131.293242214362,5598.56583023423,5538.941343667441,AAPL
2022-08-04,163.5855255126953,156.74356842041016,152.99858553562413,70.17239196025604,5.230662624098329,3,8,2022,216,4,31,157.18731689453125,False,1,0,1,1,0,1,5121.408937358672,5598.56583023423,5528.271794640662,AAPL
2022-08-05,163.35829162597656,157.8771209716797,153.98522421089578,69.66417611645284,5.391980777319162,4,8,2022,217,5,31,157.18731689453125,False,1,-1,1,1,-1,1,5114.294874823709,5598.56583023423,5520.592565792042,AAPL
2022-08-08,162.88406372070312,159.07572326660156,154.83273273563933,68.54839779228664,5.419092423127751,0,8,2022,220,8,32,157.18731689453125,False,1,-1,1,1,-1,1,5099.448114850292,5598.56583023423,5504.566326644426,AAPL
2022-08-09,162.93348693847656,160.4124542236328,155.60423313590954,68.60483425559072,5.382520294929776,1,8,2022,221,9,32,157.18731689453125,False,1,-1,1,1,-1,1,5100.995418674544,5598.56583023423,5506.236553762388,AAPL
2022-08-10,167.2014617919922,161.66394805908203,156.70873110315551,73.09467357782472,5.632992885996032,2,8,2022,222,10,32,157.18731689453125,False,1,0,1,1,0,1,5234.613869883545,5598.56583023423,5650.470127784161,AAPL
2022-08-11,166.4604949951172,162.78609161376954,157.6374705214376,71.1911613303474,5.7059299819696605,3,8,2022,223,11,32,157.18731689453125,False,1,0,1,1,0,1,5211.416255278534,5598.56583023423,5625.429612548531,AAPL
2022-08-12,170.02700805664062,163.7558120727539,158.8174264771712,74.61752645881366,5.982557751734703,4,8,2022,224,12,32,157.18731689453125,False,1,0,1,1,0,1,5323.073883979156,5598.56583023423,5745.957718574069,AAPL
2022-08-15,171.1038818359375,164.93187866210937,159.987565082768,75.56260618027986,6.217016075093,0,8,2022,227,15,33,157.18731689453125,False,1,0,1,1,0,1,5356.787814233151,5598.56583023423,5782.350002804699,AAPL
2022-08-16,170.94578552246094,166.24012451171876,161.03120512464352,75.12039067675929,6.317247635907279,1,8,2022,228,16,33,157.18731689453125,False,1,0,1,1,0,1,5351.838257294879,5598.56583023423,5777.007235540359,AAPL
2022-08-17,172.44749450683594,167.0947494506836,162.11847078009043,76.52568924783333,6.443579659390991,2,8,2022,229,17,33,171.5569610595703,False,1,0,1,1,0,1,5398.852599118741,5598.56583023423,5827.756563123346,AAPL
2022-08-18,172.05230712890625,167.9414276123047,163.0645504323586,75.31999469655861,6.437601714201378,3,8,2022,230,18,33,171.5569610595703,False,1,0,1,1,0,1,5386.480378759285,5598.56583023423,5814.401449777225,AAPL
2022-08-19,169.45396423339844,168.55099487304688,163.67306603245763,67.76062582071124,6.152279939676674,4,8,2022,231,19,33,171.5569610595703,False,1,-1,1,1,-1,1,5305.133471777937,5598.56583023423,5726.592056513235,AAPL
2022-08-22,165.5515594482422,168.81774444580077,163.85197016729427,58.29729172524818,5.547322840709768,0,8,2022,234,22,34,171.5569610595703,False,1,-1,1,1,-1,1,5182.960005138681,5598.56583023423,5594.712697154048,AAPL
2022-08-23,165.21563720703125,169.04595947265625,163.9818432186978,57.5521829257746,4.983339033494275,1,8,2022,235,23,34,171.5569610595703,False,1,-1,1,1,-1,1,5172.443211779346,5598.56583023423,5583.360412497697,AAPL
2022-08-24,165.51202392578125,168.87701568603515,164.12757471461052,58.061500733763,4.508324574824087,2,8,2022,236,24,34,171.5569610595703,False,1,-1,1,1,-1,1,5181.72225762135,5598.56583023423,5593.376618591949,AAPL
2022-08-25,167.98194885253906,169.02916107177734,164.4946579658418,62.13850322473371,4.28181637971187,3,8,2022,237,25,34,171.5569610595703,False,1,-1,1,1,-1,1,5259.048754295536,5598.56583023423,5676.846205920539,AAPL
2022-08-26,161.64910888671875,168.19137115478514,164.2236532916396,48.98859984541438,3.5503732508865937,4,8,2022,238,26,34,171.5569610595703,False,1,-1,1,1,-1,1,5060.785105368374,5598.56583023423,5462.831790810807,AAPL
2022-08-29,159.4361114501953,167.02459411621095,163.76769692578776,45.3749581214931,2.7603097703932638,0,8,2022,241,29,35,171.5569610595703,False,1,-1,1,1,-1,1,4991.502295570613,5598.56583023423,5388.04490932113,AAPL
2022-08-30,156.99588012695312,165.62960357666014,163.12276199256542,41.72041218205948,1.9151953166382607,1,8,2022,242,30,35,171.5569610595703,False,1,-1,1,1,-1,1,4915.105423237887,5598.56583023423,5305.578798982831,AAPL
2022-08-31,155.32623291015625,163.9174774169922,162.38023541328835,39.38315706368883,1.0980517892322723,2,8,2022,243,31,35,171.5569610595703,False,1,-1,1,1,-1,1,4862.833401299883,5598.56583023423,5249.154102563697,AAPL
2022-09-01,156.0573272705078,162.31797943115234,161.7780536854045,40.94328500233579,0.503647130817086,3,9,2022,244,1,35,171.5569610595703,False,1,-1,1,1,-1,1,4885.721937308324,5598.56583023423,5273.860984904816,AAPL
